Name,AmountSubunits,CCNumber,CVV,ExpMonth,ExpYear
Mr. Herugar D Button,1440441,4532106620601918,868,10,2021
Mrs. Diamond T Sackville,4960950,4716514882676999,165,1,2023
Mr. Largo N Proudfoot,319941,5240022010882069,020,10,2020
Mr. Hobson T Proudfoot,4602849,5552326582463618,131,4,2021
Mr. Gundahar E Gawkroger,1842329,4556160623038157,892,7,2019
Mrs. Marigold B Mugwort,2937946,5505804052078874,492,2,2021
Mr. Maura D Gammidge,1003600,5438817586854364,307,4,2023
Mrs. Melissa P Gawkroger,4510968,5212023187881318,375,11,2020
Ms. Pamphila O Galbassi,4193787,4916910762180474,416,4,2023
Mrs. Melba I Bolger,3552019,4532811694246728,762,9,2022
Mrs. Pamphila M Bolger-Baggins,2865574,4916971904819023,849,7,2023
Ms. Estella M Took-Brandybuck,1798394,4485533838404693,290,3,2021
Dr. Mirabella C Sackville,3637662,5289030380731206,088,10,2021
Mr. Marmaduc A Sandyman,2862879,5398463334835385,037,1,2019
Ms. Bertha T Grubb,3409515,5230283154584430,314,9,2023
Mr. Sadoc G Twofoot,4938778,4929391912777151,250,11,2020
Mr. Hildibrand Y Rumble,734626,4485996186023912,655,3,2020
Mr. Uffo E Lothran,1901815,5585941980476227,699,6,2022
Mr. Gundobad E Hayward,4427208,5140387613383810,392,11,2021
Mr. Paladin C Bracegirdle,1417743,5546848484811817,713,12,2019
Mrs. Primula A Sackville,926322,5427565520543337,101,9,2020
Mr. Dodinas L Banks,2485420,5221798878125278,186,10,2020
Ms. Diamond M Galbassi,2506858,5586361763984702,244,4,2019
Mr. Cosimo A Chubb,4206430,4532941826649927,004,7,2022
Mr. Faramir R Sackville,2221544,5187744262842898,345,2,2020
Ms. Maxima A Hornblower,166632,5120819355365898,642,11,2021
Mrs. Nina F Tûk,741222,4539810744362850,599,11,2021
Mrs. Ruby W Lightfoot,3280259,4916052099934909,684,8,2022
Ms. Esmeralda R Brandybuck,635314,5453427784780781,582,6,2022
Mr. Timba R Zaragamba,2661974,5102793937945893,346,2,2022
Ms. Prisca T Hogpen,1476445,4929752529140630,978,6,2020
Mrs. Bertha C Maggot,1787028,4556101665912495,722,9,2023
Ms. Daisy G Brandagamba,3031713,4716590292749204,059,2,2023
Mrs. Peony H Galbassi,3521583,4916926872405577,803,1,2022
Ms. Amalda B Brockhouse,4406533,4716537234771994,426,6,2021
Ms. Gloriana B Noakes,3939144,5427649518051279,607,8,2022
Dr. Angelica G Lightfoot,2949524,5136554677428296,798,9,2022
Ms. Asphodel F Galbassi,2507120,4716475757732228,003,6,2019
Mr. Tomba C Bolger,2939038,5203416837769571,961,11,2021
Mr. Longo D Took-Brandybuck,2249130,5427205670179935,198,1,2023
Mr. Mat R Bracegirdle,4833419,5426093565747029,560,11,2021
Ms. Marigold H Rumble,3485255,4929696103612615,910,3,2019
Ms. Selina F Diggle,4784086,4556930125611812,306,6,2020
Mrs. Celendine G Hornblower,4361262,5254747380680171,761,1,2019
Ms. Marigold G Brockhouse,4510424,4485700998404926,833,1,2022
Mr. Sancho H Sackville-Baggins,889676,4916939956770568,999,1,2022
Mr. Iago C Roper,3015492,4532899692129525,144,3,2019
Mrs. Amalda A Clayhanger,3293528,4916572125596075,211,5,2023
Ms. Primrose N Fairbairn,5062695,4532646259787058,399,1,2023
Mr. Isengrin R Chubb-Baggins,313087,5113625411513200,167,7,2019
Mr. Olo S Grubb,1919303,4485530025722556,020,5,2023
Ms. Belinda F Zaragamba,3681954,4916589885143666,714,10,2021
Ms. Robinia W Goodbody,2431348,4716135455607375,042,10,2022
Ms. Robinia N Labingi,3004103,4539361425714936,763,10,2022
Mrs. Bertha G Sandyman,752952,5216353998854089,811,11,2022
Mr. Odovacar D Brown,1309043,5539623067947968,760,7,2019
Ms. Selina H Grubb,3596201,4716423393592473,771,11,2020
Mr. Conrad S Tunnelly,2933884,4539286925528041,515,2,2022
Mr. Isengrim C Sackville,4481327,4539153654474708,977,9,2021
Ms. Miranda B Took-Brandybuck,3292302,4539945802168490,953,10,2019
Mr. Gorhendad D Chubb-Baggins,2529967,5137076080621118,072,4,2020
Mr. Bercilac A Fairbairn,1662625,4556108614099571,281,6,2020
Ms. Grimalda I Sackville-Baggins,1731849,4485640153234819,539,3,2023
Mrs. Adaldrida D Noakes,2841243,5333139700632147,022,1,2020
Mr. Roderic B Tûk,1001215,5466132729743549,499,9,2022
Mr. Bosco D Chubb,2361373,5135173490467240,986,8,2023
Mr. Meneaduc G Chubb-Baggins,3031154,5232358400381068,142,7,2019
Ms. Esmeralda B Sandheaver,936917,5259781497103632,521,2,2021
Mrs. Mimosa D Labingi,1664767,4532545265927833,999,10,2023
Ms. Myrtle W Gaukrogers,401018,4532565488288839,062,5,2021
Mr. Guido G Underhill,3792286,5151707190693917,460,10,2023
Mr. Meneaduc M Baggins,4325122,5304681293177738,981,1,2020
Mrs. Lobelia C Burrows,2725690,4929517775196978,957,11,2019
Mrs. Amalda C Took-Brandybuck,1938272,5398578842759957,878,11,2023
Mr. Odo B Sandheaver,3650045,4532242633706970,513,8,2020
Mrs. Robinia F Goldworthy,4841699,4532969099563004,038,2,2019
Mr. Wiseman P Lothran,1206276,4556875909632767,988,11,2019
Mr. Adelgrim B Tûk,2562675,4556062350443867,621,9,2021
Ms. Primula C Rumble,3660934,4556161520882382,245,4,2022
Mr. Bob J Took-Brandybuck,3018070,4485669516553599,298,5,2021
Mr. Rudigar E Baggins,3671046,4485877256035137,432,5,2019
Mr. Isengrim D Proudfoot,4420575,4716326898375114,933,8,2023
Mr. Marco J Gardner,1633619,5304338312187467,617,12,2023
Ms. May T Roper,4762572,5380692936460933,293,11,2023
Mrs. Melilot P Clayhanger,560458,5158175085803046,645,8,2021
Ms. Linda M Headstrong,2507148,5153190374788548,562,5,2020
Mrs. Donnamira T Gammidge,4932471,5323645859480668,277,12,2022
Mr. Herugar H Banks,3482525,4532579777640899,558,3,2023
Ms. Mantissa R Lothran,3253217,4916189395508563,008,2,2020
Ms. Asphodel A Goodbody,3383294,4485777510626244,151,7,2019
Mrs. Rose M Sandheaver,4746870,4485649596257360,495,11,2019
Mr. Polo M Goldworthy,1838350,5188319172106392,624,4,2019
Mr. Dodinas M Labingi,1932993,5390801933364646,255,9,2022
Ms. Diamond M Underhill,1171295,5214602283044299,251,9,2022
Ms. Lobelia I Underhill,3618467,4916307907047595,236,9,2021
Mrs. Amanda C Rumble,3966138,4485545802027375,335,3,2019
Mr. Holman E Sandheaver,5051231,5170588049760587,146,2,2019
Ms. Adaldrida D Hornblower,1318081,5127874411690469,845,2,2023
Ms. Mimosa M Proudfoot,4876055,5465495797775920,979,12,2022
Mr. Griffo M Sackville,2919040,4929144509292294,957,11,2020
Mr. Odovacar R Smallburrow,1876724,4485665877355012,301,12,2022
Mrs. Tanta S Puddifoot,2811142,4539014718496931,120,10,2023
Mr. Dudo L Mugwort,3631175,5416463416158712,877,12,2022
Mr. Sagramor A Maggot,2118591,4532505290437703,662,4,2019
Mr. Folcard P Goodchild,4417201,5578540135660260,138,4,2022
Mr. Rorimac G Twofoot,1481671,5317000271024272,210,8,2019
Mr. Posco P Took,3848330,5192207732599558,714,1,2023
Ms. Cornelia T Proudfoot,1529253,4916884422664195,970,3,2019
Mrs. Cora D Roper,4804522,5411293292918045,132,11,2020
Ms. Hilda P Bolger,2503042,5302953160299156,257,3,2020
Mr. Sadoc A Banks,699733,4716715399190404,427,3,2021
Mr. Sigismond M Boffin,579685,4539757558177215,585,9,2020
Mr. Holfast B Button,4033971,5357344054066915,451,5,2020
Ms. Grimalda B Greenhand,1665749,4532513822823929,974,1,2020
Ms. Dora B Lightfoot,4062126,5132289843187732,658,1,2020
Ms. Daisy I Headstrong,4066924,4929092402487141,405,3,2022
Ms. Poppy F Diggle,2840107,5222139113258310,975,12,2023
Mr. Marmadoc M Bracegirdle,2479789,4929517395091898,868,11,2019
Mrs. Rosa L Grubb,3103421,4929937642196870,577,7,2020
Mr. Bildad R Sackville,5073530,4716972894061735,064,8,2019
Mrs. Adaldrida J Sandyman,3213028,4539677274344750,937,11,2023
Mr. Nicol S Zaragamba,547232,4716382487998188,289,7,2020
Mr. Seredic A Hogpen,4950026,4532159670341539,649,8,2019
Mrs. Bertha I Whitfoot,2995257,4485433531474806,099,12,2020
Ms. Lily C Lightfoot,802466,5475871207420091,265,3,2021
Ms. Mentha H Bolger-Baggins,542072,5141805427854600,283,2,2023
Mrs. Pervinca E Goold,4411906,4485473948290486,419,2,2022
Ms. Bell W Sandyman,4612762,4716440097927516,773,3,2020
Mr. Moro M Hayward,996624,5225834247369440,385,7,2021
Ms. Rosamunda P Goodchild,1127753,5135547249043222,868,4,2020
Mr. Valdemar D Took-Took,2293130,4929165116810392,110,7,2023
Mr. Kalimac P Grubb,2903680,5578347263157469,904,11,2019
Mrs. Pimpernel A Brown,1544308,4916011216019754,492,1,2020
Ms. Angelica A Brownlock,1086079,5165568119743132,986,9,2020
Mr. Marcho Y Sandheaver,3830149,4539040261522039,546,7,2020
Mrs. Berylla G Puddifoot,4308470,5189500956462148,244,6,2022
Mr. Gerontius H Gawkroger,3291767,5331676003159221,374,9,2022
Ms. Peony G Smallburrow,1366609,4539322509187787,880,9,2019
Mr. Fortinbras G Clayhanger,1992322,5389392984421363,278,2,2021
Mr. Theodoric E Brandybuck,1351431,5439001183193679,303,10,2021
Mr. Faramond D Greenhand,443231,4916753630307907,366,1,2022
Mr. Elfstan P Bolger-Baggins,4616251,5580568271088158,315,7,2021
Mr. Hal M Tunnelly,3497955,4716201540231926,916,1,2021
Ms. Nora  L Tunnelly,4160898,5456481807939665,802,11,2022
Mr. Sancho P Maggot,1742405,4556024411046006,878,10,2020
Mrs. Chica  H Headstrong,4658655,5541438071759069,397,11,2023
Mrs. Pamphila L Grubb,1949026,4539616592863760,470,8,2021
Mr. Odovacar P Roper,2322531,5396606948899773,868,1,2021
Mr. Bob M Bunce,4900616,5218053579804796,977,10,2022
Mr. Crispus E Hornblower,4066864,5259949394709450,352,5,2019
Mr. Melampus M Gardner,2678051,4556321500585286,149,6,2019
Mrs. Lavinia T Proudfoot,1953659,5150898839378571,882,5,2023
Mr. Marcus C Rumble,432319,4556861437400265,163,5,2021
Mr. Conrad L Longhole,3177493,5137721149284990,873,12,2020
Mr. Saradoc C Took-Brandybuck,1221365,4556236758461883,900,9,2020
Mr. Griffo M Noakes,2812577,5208375418227729,353,5,2023
Mr. Belisarius R Goldworthy,2598068,5426226683019133,897,2,2022
Mrs. Bertha M Bolger-Baggins,2881615,5169576449893630,449,2,2019
Mr. Maura M Puddifoot,3309033,5271617351132222,241,11,2022
Ms. Pervinca B Galbassi,808054,4539895635879377,701,12,2023
Mr. Ceredic A Hogpen,4519353,5365047716683700,687,5,2020
Mr. Bruno M Oldbuck,3340852,4556203398505446,036,8,2020
Ms. Mirabella H Diggle,4276668,5515563081310959,476,9,2020
Mr. Trahand N Gammidge,829149,5109244207839872,949,10,2019
Ms. Prima H Sandheaver,1972526,5460158358914537,013,8,2023
Mr. Rudigar A Sandyman,3491053,5249165742019004,160,3,2023
Mr. Lamorac L Lightfoot,1326750,4916944624636548,034,6,2020
Mrs. Eglantine R Rumble,108309,5490564588013541,158,11,2019
Mr. Wilcome G Smallburrow,1799200,5160042747485669,035,7,2020
Mr. Isembold S Gaukrogers,4651565,5207305236933142,591,1,2019
Mrs. Peony T Banks,3486357,5543303023860209,586,3,2019
Mr. Dodinas M Brown,4472992,4532117520079568,559,7,2021
Mrs. Amaranth B Headstrong,970461,5186435369415164,711,2,2020
Mr. Iolo D Bolger,733029,4556378869472878,092,10,2022
Mr. Dinodas T Brandybuck,400403,5308807397742301,813,3,2023
Dr. Hamilcar J Labingi,1950551,5423543931700584,247,7,2021
Ms. Cornelia T Sackville,2677654,5336695487115470,800,8,2022
Dr. Tomburän A Tûk,4639249,4485634902916248,659,6,2020
Mr. Cerdic P Lothran,4284574,5373486829469369,452,5,2022
Mr. Timba M Hayward,1110961,4716383210225964,302,12,2021
Mr. Inigo M Took,1241496,4916366790546485,793,4,2023
Mr. Heribald D Roper,1902098,5125085744600701,013,3,2021
Mr. Cedivar E Fairbairn,551440,4929700206110616,332,5,2022
Ms. Linda H Noakes,4276675,5534216387188648,044,5,2023
Mr. Faramond P Noakes,238594,5368077339932140,682,2,2023
Mrs. Rose P Greenhand,3024769,4929162256646249,669,5,2022
Ms. Prisca H Fairbairn,3481734,5196411439734882,926,9,2022
Mrs. Lily C Zaragamba,2707848,4556067716233993,573,4,2021
Mr. Gerontius C Greenhand,4625757,4539820066981864,599,3,2021
Mr. Carl S Whitfoot,5048608,5207001602805796,716,4,2022
Mrs. Rhoda G Bolger-Baggins,582621,5226606401288171,084,7,2021
Mrs. Semolina T Sandheaver,1507344,5176534961826380,775,1,2019
Mr. Theobald S Sandheaver,4915372,5332357492085008,753,2,2022
Mrs. Maxima B Smallburrow,1314932,4485455804585240,930,2,2020
Ms. Rowan O Hayward,1384031,4532533925454240,222,8,2019
Ms. Belba T Smallburrow,259969,5404747070308645,722,9,2023
Mrs. Savanna B Proudfoot,207998,5336755236198860,090,2,2020
Mr. Halfred P Took,2895026,4916055635025108,524,5,2019
Mr. Dodinas B Sackville,3304191,4916958081575098,744,12,2022
Mr. Isengar M Greenhand,4050807,4532721242887396,913,4,2020
Mrs. Eglantine B Took-Brandybuck,488333,4532619319032740,503,10,2022
Mrs. Tanta H Oldbuck,1610194,5482810992678084,869,9,2023
Mrs. Goldilocks M Fairbairn,4978237,5145275896550376,622,7,2023
Ms. Poppy R Roper,3307366,5344409694031672,867,2,2023
Mr. Cotman C Proudfoot,411672,4532831430141587,527,7,2023
Ms. Semolina N Brandagamba,3693478,4485252576216199,136,8,2022
Mr. Goodwill S Galbassi,912070,4556094208972748,666,12,2022
Mr. Razanur A Smallburrow,1712710,4929124997655095,590,6,2023
Mr. Kalimac R Bolger-Baggins,3009643,5516130054592622,467,1,2022
Mr. Hamilcar P Hornblower,902411,4716696865108619,958,12,2023
Mr. Jolly F Gaukrogers,4047158,5541218108087548,145,2,2023
Mrs. Rosa P Chubb-Baggins,4040553,5304100774641963,999,1,2020
Mr. Bercilac A Underhill,3988609,5554181586796895,196,9,2023
Mr. Alaric N Tûk,1649343,4916029818765053,764,10,2020
Ms. Robinia E Twofoot,2050861,4716346547147995,820,2,2023
Mr. Marcho A Sandheaver,4103258,5364374964433856,881,4,2023
Mr. Marroc M Puddifoot,1665439,4539724317946850,030,8,2019
Mrs. Fatima W Hornblower,3750543,4916531592099898,284,3,2023
Mr. Bruno J Gaukrogers,503675,5412969801956589,546,9,2019
Ms. Lobelia M Fairbairn,4029757,5236155281982030,768,5,2023
Mr. Sagramor L Goold,2271863,4556992025641596,431,3,2023
Ms. Lily A Brockhouse,2808807,5263961714943044,328,3,2020
Mrs. Lavinia O Roper,197629,5205239811080908,684,4,2022
Mr. Orlando P Fairbairn,4116923,5166365351172818,417,9,2023
Ms. May S Galbassi,3395677,5506487015013961,627,8,2021
Mr. Caradoc C Hogpen,345450,4539430016286347,298,11,2023
Ms. Marigold D Hornblower,259908,4929899189634798,882,7,2023
Mrs. Lobelia M Button,1067561,4556188712416943,122,11,2022
Mrs. Jasmine L Bunce,3104819,5500123037253055,001,2,2023
Mr. Fosco A Twofoot,299491,4532564902969116,359,3,2021
Mr. Déagol D Lothran,4604584,5369801381410831,635,2,2020
Ms. Linda R Zaragamba,4440017,4716156009159598,799,8,2021
Ms. Bellisima A Grubb,3234722,5222068099482372,875,1,2019
Mr. Doderic J Gardner,1284858,5130766911017620,150,6,2022
Ms. Jessamine B Goold,2466787,5441049453410899,967,8,2022
Mr. Dinodas G Sandheaver,2509319,4532512274906117,146,5,2019
Mr. Bilbo T Hayward,1166479,4929375207358363,560,8,2023
Mrs. Hilda N Gardner,3308200,4916710852165074,117,3,2019
Dr. Miranda H Took,3044708,5154678133208849,394,10,2020
Mrs. Malva R Greenhand,3564167,4485014344677619,241,4,2023
Mrs. Myrtle H Brownlock,231727,5421356485008904,116,5,2021
Mr. Rollo L Boffin,3946545,4485424783159526,613,2,2021
Mr. Gerontius R Burrows,870684,5282112147630785,731,3,2019
Mr. Prospero S Gawkroger,2712896,4532867061583127,511,2,2021
Ms. May T Hornblower,1559044,4916848983385482,595,7,2021
Mrs. Lalia G Longhole,2413454,4929730482129238,925,3,2019
Mrs. Lalia G Burrowes,1505251,5159088310825727,918,3,2021
Mr. Mosco G Brandagamba,1870941,5126780788878382,969,6,2021
Mrs. Pimpernel B Sandyman,4127342,5430434511102378,635,10,2021
Mr. Hob B Goodbody,310913,4929700673255118,930,11,2023
Mr. Cedivar P Gardner,4938610,4716094258616184,588,10,2020
Ms. Fatima M Goold,4134788,4539285515713997,203,2,2020
Mr. Milo P Gammidge,1829193,4929506603424215,475,11,2023
Mr. Conrad R Mugwort,3503932,4485999243870044,829,9,2019
Mrs. Robinia U Smallburrow,2797917,5461044391616116,632,11,2019
Mrs. Gerda D Goodchild,4276190,4929713232748531,387,6,2021
Mr. Fulvus J Banks,830289,4716120070271732,895,10,2019
Mrs. Melba M Diggle,3828866,5316357669850705,145,1,2023
Mr. Meriadoc S Bracegirdle,657335,5211012775061707,011,3,2020
Mr. Hending A Burrowes,4885840,4532379055307059,085,3,2023
Dr. Kalimac D Bolger,4183209,4556391325285560,701,12,2021
Mr. Ponto M Smallburrow,4509576,5316062410065559,746,9,2023
Mr. Banazir N Galbassi,5045862,5363426981038901,779,10,2019
Mr. Fastred P Noakes,2916132,4532951589180929,793,12,2022
Mrs. Regina R Brockhouse,4294422,4539138340952167,961,10,2020
Mr. Harding F Baggins,1732462,4916723253056511,608,12,2023
Dr. Ferdinand M Diggle,1113125,5155907929502514,302,7,2019
Mr. Frodo R Gawkroger,542175,4539165295836905,108,9,2022
Mr. Blanco A Gardner,3074996,5211725798265894,883,4,2020
Mrs. Jemima T Longhole,1769609,5530375042980361,045,9,2022
Mr. Bildat M Underhill,587537,4556725024327316,693,6,2019
Mr. Töbi L Bolger-Baggins,4664230,4556082928739778,907,3,2020
Mrs. Mimosa F Took,4573705,4916240970025968,321,5,2021
Mr. Nob C Banks,4864784,4916735145339442,817,11,2023
Mrs. Regina C Twofoot,1969005,5427389568225339,660,6,2023
Mr. Fulvus L Took-Brandybuck,5011982,5101298884176618,423,6,2023
Mr. Bodo E Brockhouse,2639494,4539443916356433,166,12,2023
Mr. Gorhendad A Galbassi,2085152,4485850219967191,635,9,2023
Mr. Hugo B Brown,796163,5358977725918490,745,7,2019
Mrs. Estella H Noakes,3671423,4929477640050332,847,6,2020
Mr. Holfast A Banks,1873378,4716161384560782,721,8,2023
Mr. Meriadoc B Smallburrow,1740419,5233079240908709,452,4,2021
Ms. Mantissa B Chubb,869533,4532260275707379,395,6,2023
Mrs. Jasmine G Took-Took,3164670,5463555997270162,121,8,2023
Dr. Marroc C Brownlock,1477574,4716938385814452,534,7,2021
Mr. Samwise D Grubb,3126162,4716483815568287,892,7,2022
Ms. Lobelia H Greenhand,1312950,5481356568757275,168,4,2020
Mr. Sancho S Goold,3212900,5470683645203152,161,8,2019
Mr. Adelard A Baggins,4219793,5116412581467138,955,11,2020
Ms. Melba W Bolger-Baggins,3661259,5166342703702113,468,4,2019
Mr. Lamorac M Maggot,3904812,4916373918360526,292,4,2021
Mr. Ferdinand J Brandybuck,3996466,5241598158441973,308,9,2020
Mr. Kalimac A Brownlock,2746700,4929140119072589,348,7,2019
Mr. Bucca G Grubb,4422190,5467745966067576,201,11,2019
Mr. Otho G Sackville-Baggins,2472695,5267083569145926,937,12,2022
Ms. Mantissa F Gaukrogers,3894900,4539665314048911,766,5,2023
Mr. Bildad D Bunce,1152001,5594285302734536,232,6,2022
Mr. Iago M Hayward,1412548,5121409773424193,450,11,2019
Mr. Theodoric G Twofoot,4216745,4556662507951272,411,3,2022
Ms. Adaldrida H Diggle,4181793,4556158052429343,283,7,2020
Ms. Duenna F Banks,2011681,4929476847476068,321,5,2019
Mrs. Camelia I Sackville-Baggins,2489437,4929017127840944,366,8,2022
Ms. Menegilda P Gawkroger,4614355,4556676310968778,636,2,2019
Mr. Bandobras M Twofoot,2100001,4556610685761633,758,11,2019
Mrs. Amalda D Gamgee,1087615,5200664737834366,808,12,2019
Mrs. Linda M Brownlock,1802542,5595636769080939,943,3,2021
Ms. Mirabella D Banks,2976174,5215293444777149,849,12,2023
Mrs. Belinda F Underhill,681354,4485774619981232,977,12,2022
Ms. Caramella C Hayward,1671580,5138019238835601,692,2,2020
Mrs. Nina G Hayward,138276,5198673758497684,310,11,2020
Ms. Jemima M Bolger-Baggins,1029649,5200755667199216,378,4,2023
Mr. Tomburän P Sackville,2061860,4716502680464213,608,11,2019
Ms. Rosa L Lightfoot,1020921,5296785184474573,349,5,2019
Mr. Sadoc G Proudfoot,500207,5496252552456219,745,10,2023
Mr. Ferdinand P Tunnelly,4222769,4716456857342035,493,12,2020
Mr. Falco P Zaragamba,379792,4556516562553805,129,5,2021
Mrs. Amethyst T Bunce,709250,5175129149385242,200,3,2019
Mr. Iolo C Boffin,991227,5167729563378597,460,7,2020
Ms. Melissa I Smallburrow,5036619,5154869148752844,188,11,2019
Mrs. Malva F Hayward,2069003,5334882247372292,030,2,2021
Ms. Caramella B Gardner,989508,4716108253815904,152,6,2022
Dr. Salvia M Lightfoot,2838416,5333734672439081,637,10,2020
Mr. Banazir A Bolger-Baggins,2631987,5240930337966938,824,9,2022
Mr. Orlando A Burrowes,1175933,5102426214739362,400,12,2022
Mr. Celedor B Goldworthy,4075762,5337579758987222,001,3,2020
Mrs. Adaldrida C Lothran,1500099,5418012090742842,870,7,2022
Ms. Poppy W Sandyman,1773630,4532701587416084,079,11,2019
Mr. Wilcome P Galbassi,1592110,4916057100147763,151,7,2020
Ms. Lily D Sackville-Baggins,3282945,5353305291478647,561,12,2019
Mr. Dinodas P Smallburrow,204240,5333588358212539,318,9,2021
Ms. Bell L Fairbairn,2391031,5490161999048180,136,5,2020
Mr. Herugar A Took,4359724,5158651294067086,966,1,2020
Mrs. Rhoda O Took-Took,3260023,5367925266404940,407,7,2020
Mr. Hildigard G Burrowes,1823143,4916862178434088,993,8,2023
Ms. Duenna S Sackville,2308155,4929560061519024,975,7,2021
Mrs. Malva G Proudfoot,563379,4532425391027016,432,7,2020
Mr. Gorbaduc S Sandyman,3419318,5309572580852296,360,4,2023
Mr. Isengrin L Galbassi,2796148,5505622756023180,022,11,2019
Mr. Wilibald R Chubb,4369822,4532196986076292,004,8,2019
Mrs. Primula T Banks,4408105,5318387500975484,475,3,2019
Mr. Adelgrim M Goodchild,3661413,4485630832037352,345,5,2023
Mr. Hildigard P Tunnelly,159988,4539171611931982,354,5,2021
Mrs. Diamond I Sandyman,2673592,4556406633867659,458,10,2021
Mr. Cosimo B Bolger-Baggins,4025917,4539427901855301,140,4,2023
Mr. Grossman L Sackville,2237622,5551788772402303,524,11,2021
Ms. Diamond M Brandybuck,757102,5464552994608477,634,4,2021
Mr. Grossman A Maggot,1371453,4556470231278388,648,10,2023
Mr. Olo P Clayhanger,4558903,4556365662604971,686,5,2019
Ms. Arabella A Lightfoot,3942327,5522996622430301,909,2,2020
Ms. Dora B Oldbuck,2257335,5530665385497449,123,4,2023
Mr. Merimas M Boffin,1447568,5478813929784807,416,9,2020
Mr. Gorbadoc M Brockhouse,3040727,4929685717303042,366,11,2021
Mr. Jago B Button,1126954,4539927306622776,216,4,2021
Mr. Hamilcar P Hogpen,1755805,4929494800825635,433,12,2023
Mr. Iago G Bolger-Baggins,1815446,4716911699035676,826,3,2023
Mr. Seredic C Brownlock,4044355,5424459811839443,435,12,2022
Mr. Gorhendad L Brandagamba,1311947,5266219590474700,617,8,2023
Ms. Lily R Took,4028145,5279153033330663,442,6,2023
Mrs. Primula M Button,658837,4929055295038982,901,10,2019
Mr. Gorbadoc A Hornblower,1644707,4539727614334951,679,7,2022
Ms. Regina F Bolger-Baggins,4460890,4556316299855270,468,9,2020
Mr. Longo M Labingi,823324,4716930785518809,091,1,2022
Mrs. Melilot M Gawkroger,776704,4929346718407320,133,12,2020
Ms. Goldilocks T Baggins,4026114,4716060790576806,255,10,2020
Mr. Hal A Banks,3722597,5257644508454307,848,11,2019
Mr. Faramond C Galbassi,2105833,4929897744864199,308,8,2020
Mrs. Gerda F Lothran,1529915,4716587048560687,621,11,2020
Mr. Bilbo E Lothran,2470253,4716272363534282,918,11,2020
Mr. Nibs F Gammidge,1363374,4929408487464815,482,10,2022
Mrs. Pearl C Underhill,1936038,4532821982027458,136,3,2019
Ms. Miranda T Proudfoot,3409070,5445855440072428,642,9,2022
Mrs. Gilly F Clayhanger,2842947,5110451600836622,644,5,2020
Mr. Elfstan R Lothran,2292258,5566532944866885,541,8,2022
Mr. Erling M Burrowes,3571674,4532862385041084,952,6,2021
Ms. Pimpernel F Puddifoot,526054,4532823120961606,592,9,2019
Ms. Angelica B Brown,1974072,5491048802077754,156,4,2020
Mr. Prospero B Baggins,984532,5133602578512875,071,8,2023
Ms. Lalia H Twofoot,4182857,4929960978822547,417,10,2021
Mr. Fortinbras A Lightfoot,3835513,4929213254319063,640,12,2022
Dr. Bob D Sandheaver,4701470,4532476539092131,608,9,2020
Mrs. Asphodel H Goodchild,3178403,5182271065965283,123,4,2020
Ms. Adaldrida M Bolger-Baggins,1504896,4716391210901146,642,5,2019
Mrs. Pearl R Oldbuck,4342314,5177112991137935,334,6,2019
Mr. Guido P Galbassi,3322946,5171729862548282,732,1,2020
Ms. Jasmine C Brandybuck,2098327,4556525786284725,799,5,2021
Mr. Tobold A Bolger,3830027,5272354302985289,464,6,2019
Ms. Diamond L Galbassi,4081989,5392776440746873,687,7,2022
Mrs. Diamanda M Took-Took,1012161,4556525006129569,451,12,2020
Mr. Bildat A Sackville,2298438,5328368113298454,199,4,2023
Mr. Iago A Banks,1606036,4485168432500636,950,1,2020
Mrs. Savanna S Boffin,4669590,5510984410136912,638,5,2021
Ms. Cornelia D Noakes,4679887,5337652913903937,609,4,2023
Mrs. Diamond H Clayhanger,2641930,5301486971636846,803,11,2023
Mr. Tim N Chubb-Baggins,1604885,4929001746878436,469,7,2022
Ms. Jessamine B Gaukrogers,3577665,4532372577694542,886,10,2021
Mrs. Pervinca F Smallburrow,3025421,4556455159162193,144,6,2021
Mr. Rorimac L Burrows,166162,5429477352570677,714,7,2022
Mrs. Regina H Headstrong,1074498,5514600525893785,535,5,2020
Mr. Fastolph R Longhole,2770169,4556326994555562,164,4,2023
Ms. Goldilocks T Longhole,4734658,4539365935079771,509,7,2022
Mr. Timba G Maggot,3881979,4556686849477639,428,6,2019
Mr. Tóbias E Sackville,309759,4485113447771822,687,10,2020
Mrs. Belba M Burrows,4741073,5189770796407153,543,5,2020
Mr. Odovacar A Roper,2003796,4556436391203227,710,10,2022
Ms. Lobelia F Gardner,4906623,4539949693199903,858,6,2022
Mr. Jo D Took-Took,4735616,4916952256997419,095,7,2021
Mr. Orgulas G Goldworthy,3570461,5134207822790308,113,1,2019
Mr. Gorbadoc A Rumble,4705601,4929771508008329,601,4,2022
Mr. Moro C Banks,1231881,5227471486662488,151,3,2021
Mr. Berilac M Gardner,2052134,4539316249133655,176,7,2019
Ms. Maxima T Sackville-Baggins,3415027,5428345721634212,337,3,2022
Mrs. Alfrida H Brown,508657,4916845255961313,535,9,2022
Mr. Marcus D Whitfoot,1544873,5262152589996991,670,8,2023
Mrs. Mirabella R Galbassi,2880955,4556476846297432,478,1,2021
Mr. Marco P Twofoot,1001410,5113079001859377,958,9,2022
Ms. Belba S Diggle,3076423,4539138119992394,460,9,2020
Ms. Alfrida A Goodchild,4185799,4716154918874746,064,8,2022
Mr. Fastolph J Boffin,1324415,4716313745860928,514,1,2023
